,price
7793,359000
7794,720000
7795,255000
7796,158550
7797,325000
7798,721000
7799,499000
7800,274900
7801,485000
7802,2000000
7803,318000
7804,343000
7805,850000
7806,270000
7807,305000
7808,235000
7809,545000
7810,545000
7811,680000
7812,652427
7813,413000
7814,350000
7815,176000
7816,625000
7817,245000
7818,265500
7819,301000
7820,435000
7821,252000
7822,860000
7823,250000
7824,530000
7825,329950
7826,330000
7827,310000
7828,158000
7829,622100
7830,325000
7831,675000
7832,310000
7833,334950
7834,225000
7835,460000
7836,179950
7837,481000
7838,563000
7839,950968
7840,1321500
7841,400000
7842,217000
7843,590000
7844,483000
7845,490000
7846,295000
7847,544000
7848,248000
7849,590000
7850,355000
7851,250000
7852,570000
7853,902500
7854,769000
7855,453500
7856,603000
7857,180000
7858,774000
7859,211000
7860,361000
7861,530000
7862,720000
7863,870000
7864,610000
7865,464500
7866,535000
7867,339000
7868,354000
7869,699950
7870,496000
7871,650000
7872,450000
7873,925000
7874,517950
7875,750000
7876,357186
7877,432000
7878,390000
7879,575000
7880,628000
7881,414500
7882,459950
7883,820000
7884,285000
7885,825000
7886,830000
7887,255000
7888,380000
7889,689000
7890,721000
7891,534500
7892,229950
7893,339950
7894,357562
7895,459000
7896,220000
7897,925000
7898,435500
7899,290000
7900,822600
7901,575000
7902,910000
7903,259950
7904,635000
7905,675000
7906,242025
7907,643500
7908,490000
7909,402500
7910,241000
7911,290000
7912,456000
7913,496000
7914,290000
7915,936000
7916,615000
7917,425000
7918,412000
7919,320000
7920,559000
7921,440000
7922,470000
7923,600000
7924,295000
7925,340000
7926,289000
7927,500000
7928,405000
7929,545000
7930,425000
7931,323000
7932,395000
7933,1750000
7934,502000
7935,413565
7936,275000
7937,760000
7938,445000
7939,557510
7940,425000
7941,322500
7942,475000
7943,625000
7944,230000
7945,395000
7946,453000
7947,714000
7948,390000
7949,685000
7950,322500
7951,560000
7952,705000
7953,322500
7954,346500
7955,653000
7956,405000
7957,629000
7958,185000
7959,565000
7960,585000
7961,800000
7962,299000
7963,450000
7964,535000
7965,475000
7966,635000
7967,321500
7968,392500
7969,516500
7970,420000
7971,560000
7972,460000
7973,895000
7974,752500
7975,524000
7976,175000
7977,690000
7978,930000
7979,315000
7980,310000
7981,515000
7982,475000
7983,240000
7984,552500
7985,830000
7986,615000
7987,990000
7988,635000
7989,620000
7990,360000
7991,400000
7992,199990
7993,4489000
7994,255000
7995,600000
7996,320000
7997,620000
7998,582000
7999,522500
8000,336000
8001,375000
8002,276000
8003,725000
8004,625000
8005,225000
8006,530000
8007,230000
8008,209950
8009,474950
8010,580000
8011,1206690
8012,725000
8013,246000
8014,280017
8015,255000
8016,462500
8017,670000
8018,475000
8019,335500
8020,525000
8021,1590000
8022,345000
8023,190000
8024,1750000
8025,299000
8026,234000
8027,325000
8028,822000
8029,405000
8030,808000
8031,272000
8032,379000
8033,700000
8034,1050000
8035,1900000
8036,638700
8037,336500
8038,919990
8039,355000
8040,285650
8041,348000
8042,237600
8043,975000
8044,515000
8045,230000
8046,193000
8047,485000
8048,1610000
8049,230000
8050,1080000
8051,199000
8052,975000
8053,465000
8054,470000
8055,449000
8056,347000
8057,322000
8058,271920
8059,729999
8060,512500
8061,380500
8062,310950
8063,295000
8064,445000
8065,453000
8066,546500
8067,348580
8068,220000
8069,367000
8070,539500
8071,435000
8072,806000
8073,529100
8074,1500000
8075,492000
8076,675000
8077,275000
8078,623500
8079,450000
8080,260000
8081,463800
8082,425000
8083,249900
8084,2200000
8085,384950
8086,535000
8087,580000
8088,250000
8089,410000
8090,239000
8091,342000
8092,289000
8093,269950
8094,1027000
8095,260000
8096,265000
8097,461000
8098,334950
8099,485000
8100,261000
8101,655000
8102,790000
8103,902000
8104,640000
8105,998000
8106,303000
8107,665000
8108,260000
8109,525000
8110,401000
8111,240000
8112,279950
8113,289950
8114,495000
8115,357000
8116,451000
8117,359000
8118,335000
8119,672500
8120,278000
8121,1079000
8122,3000000
8123,310000
8124,524000
8125,450000
8126,480000
8127,749950
8128,529000
8129,250000
8130,450000
8131,624800
8132,361000
8133,417200
8134,279950
8135,294000
8136,1600000
8137,313000
8138,1120000
8139,351000
8140,1020000
8141,749950
8142,350000
8143,1085000
8144,440000
8145,150000
8146,455000
8147,390000
8148,550000
8149,557865
8150,455000
8151,395000
8152,576925
8153,1620000
8154,1500000
8155,390000
8156,475000
8157,795000
8158,559950
8159,700000
8160,1295000
8161,565000
8162,1012000
8163,2575000
8164,435000
8165,499950
8166,655000
8167,481015
8168,840000
8169,477500
8170,1425000
8171,660000
8172,728000
8173,511100
8174,217000
8175,475000
8176,345000
8177,252000
8178,445000
8179,815000
8180,546800
8181,416500
8182,370000
8183,305000
8184,5110800
8185,350000
8186,308000
8187,369900
8188,520000
8189,382000
8190,1063000
8191,176500
8192,865000
8193,911100
8194,323400
8195,275000
8196,271500
8197,460000
8198,302000
8199,978000
8200,625000
8201,370000
8202,276900
8203,310000
8204,308500
8205,373000
8206,417000
8207,271000
8208,490000
8209,351000
8210,275000
8211,410000
8212,232000
8213,185000
8214,169000
8215,489000
8216,275000
8217,695000
8218,700000
8219,1600000
8220,398000
8221,280000
8222,497000
8223,1185000
8224,219000
8225,289900
8226,350000
8227,172040
8228,343500
8229,607500
8230,569000
8231,367950
8232,349950
8233,640500
8234,554000
8235,635000
8236,472000
8237,1003000
8238,2795000
8239,582000
8240,247000
8241,631000
8242,700000
8243,813000
8244,435000
8245,505000
8246,240000
8247,288000
8248,430000
8249,402500
8250,530000
8251,171800
8252,700000
8253,643500
8254,440000
8255,393000
8256,863500
8257,189000
8258,390000
8259,315450
8260,682000
8261,792000
8262,765000
8263,1550000
8264,355000
8265,204950
8266,245000
8267,399000
8268,699000
8269,199950
8270,1780000
8271,475000
8272,260000
8273,1620500
8274,435000
8275,488000
8276,410000
8277,153000
8278,295000
8279,565000
8280,598992
8281,461000
8282,507200
8283,240000
8284,783350
8285,247000
8286,335000
8287,437000
8288,298700
8289,690000
8290,589000
8291,615000
8292,420000
8293,555000
8294,1000000
8295,585000
8296,209950
8297,420000
8298,340000
8299,621500
8300,310650
8301,307150
8302,180000
8303,175000
8304,309000
8305,360000
8306,556000
8307,565000
8308,265000
8309,279000
8310,220000
8311,525000
8312,378000
8313,302000
8314,358000
8315,400000
8316,200000
8317,780000
8318,525000
8319,865000
8320,341000
8321,300000
8322,245000
8323,337000
8324,715000
8325,610000
8326,544999
8327,415000
8328,478500
8329,215000
8330,900000
8331,875000
8332,200000
8333,634950
8334,960000
8335,650100
8336,735000
8337,461100
8338,353500
8339,527000
8340,470500
8341,437000
8342,700000
8343,250000
8344,575000
8345,960000
8346,122000
8347,151000
8348,235000
8349,323000
8350,998500
8351,300000
8352,355000
8353,330000
8354,570000
8355,475000
8356,800000
8357,395000
8358,849000
8359,435000
8360,991500
8361,284000
8362,350000
8363,210000
8364,383000
8365,563000
8366,739000
8367,812000
8368,365000
8369,364988
8370,285500
8371,392800
8372,1578000
8373,195000
8374,985000
8375,550000
8376,445000
8377,374000
8378,380000
8379,255900
8380,399950
8381,351358
8382,284000
8383,655000
8384,329900
8385,395000
8386,318000
8387,277500
8388,1075000
8389,579950
8390,280000
8391,889950
8392,689000
8393,587750
8394,292000
8395,175000
8396,188000
8397,200000
8398,295000
8399,218000
8400,484950
8401,305000
8402,407500
8403,263500
8404,440000
8405,770126
8406,400000
8407,510000
8408,399700
8409,160000
8410,585000
8411,356000
8412,279000
8413,670000
8414,455000
8415,410000
8416,299900
8417,342000
8418,1640000
8419,239000
8420,512000
8421,990000
8422,710000
8423,332000
8424,355000
8425,551000
8426,498000
8427,431000
8428,320600
8429,99000
8430,439000
8431,675000
8432,593000
8433,582500
8434,383000
8435,2700000
8436,415000
8437,350000
8438,553500
8439,290000
8440,509000
8441,950000
8442,259875
8443,1450000
8444,560000
8445,419190
8446,160134
8447,457500
8448,659950
8449,195000
8450,729999
8451,631750
8452,345000
8453,280000
8454,625250
8455,584000
8456,170000
8457,1950000
8458,325000
8459,439000
8460,289950
8461,275000
8462,359950
8463,410000
8464,406500
8465,446000
8466,276000
8467,240000
8468,328500
8469,535000
8470,400000
8471,356000
8472,296000
8473,765000
8474,774950
8475,765000
8476,530000
8477,450000
8478,550000
8479,237000
8480,1275000
8481,283000
8482,230000
8483,387000
8484,521450
8485,436500
8486,405000
8487,400000
8488,815000
8489,492000
8490,1103990
8491,300000
8492,309950
8493,575000
8494,215000
8495,410000
8496,425000
8497,753000
8498,1000000
8499,535000
8500,1320000
8501,395000
8502,425000
8503,290000
8504,701000
8505,243000
8506,905000
8507,440000
8508,402500
8509,350000
8510,414900
8511,432000
8512,440000
8513,1195000
8514,300000
8515,265050
8516,480000
8517,440000
8518,309933
8519,1137500
8520,515000
8521,539000
8522,367400
8523,232000
8524,348450
8525,377000
8526,447500
8527,399950
8528,2298000
8529,399900
8530,260600
8531,230000
8532,580000
8533,545000
8534,287000
8535,180000
8536,654000
8537,600000
8538,589000
8539,272000
8540,675000
8541,417500
8542,375000
8543,457500
8544,613000
8545,245000
8546,439500
8547,530000
8548,245000
8549,352000
8550,1670000
8551,728725
8552,219950
8553,495000
8554,517500
8555,420000
8556,240000
8557,261500
8558,1399000
8559,660000
8560,535000
8561,375000
8562,590000
8563,350000
8564,217000
8565,467000
8566,247000
8567,470101
8568,520000
8569,391500
8570,805000
8571,380000
8572,400200
8573,298000
8574,375000
8575,230950
8576,199950
8577,665000
8578,433000
8579,440000
8580,325088
8581,760000
8582,481000
8583,260000
8584,569000
8585,465000
8586,353000
8587,798800
8588,537000
8589,389000
8590,829900
8591,325000
8592,470000
8593,897500
8594,430000
8595,300000
8596,347000
8597,561000
8598,535000
8599,472000
8600,216180
8601,319000
8602,400000
8603,1600000
8604,2400000
8605,525000
8606,467000
8607,244000
8608,610000
8609,455000
8610,690000
8611,324500
8612,2546000
8613,616750
8614,299990
8615,275000
8616,359000
8617,415000
8618,152000
8619,560000
8620,249000
8621,254000
8622,336500
8623,303000
8624,572000
8625,640000
8626,386500
8627,260000
8628,415000
8629,340000
8630,325000
8631,483000
8632,223000
8633,1220000
8634,727160
8635,240000
8636,358000
8637,1570000
8638,359800
8639,780000
8640,820000
8641,751000
8642,252500
8643,250000
8644,368000
8645,180000
8646,410000
8647,580000
8648,739000
8649,300000
8650,500000
8651,350000
8652,762000
8653,833000
8654,528000
8655,379500
8656,261590
8657,443500
8658,581000
8659,323800
8660,275000
8661,202000
8662,600000
8663,615000
8664,915000
8665,1047000
8666,200000
8667,354000
8668,225000
8669,540000
8670,269000
8671,895000
8672,515000
8673,220000
8674,681000
8675,445000
8676,390000
8677,1126000
8678,347000
8679,345000
8680,760000
8681,328000
8682,1140000
8683,412000
8684,400000
8685,364000
8686,320000
8687,833000
8688,324950
8689,375000
8690,179950
8691,890900
8692,565000
8693,275000
8694,560000
8695,536000
8696,270500
8697,440000
8698,267000
8699,375000
8700,295000
8701,250000
8702,390000
8703,135000
8704,575000
8705,314000
8706,335000
8707,1050000
8708,499000
8709,478000
8710,591000
8711,490000
8712,709000
8713,404600
8714,250000
8715,483300
8716,388500
8717,250000
8718,880000
8719,539950
8720,308000
8721,532500
8722,790000
8723,272000
8724,535000
8725,525000
8726,572500
8727,222400
8728,574950
8729,222500
8730,484950
8731,305000
8732,687000
8733,627000
8734,620000
8735,611000
8736,305000
8737,688000
8738,212000
8739,275000
8740,710000
8741,471000
8742,215000
8743,375000
8744,800000
8745,425000
8746,209000
8747,624000
8748,365000
8749,429900
8750,626000
8751,550000
8752,1582500
8753,850000
8754,294950
8755,439990
8756,549950
8757,795000
8758,390000
8759,608000
8760,420000
8761,785000
8762,424950
8763,405600
8764,725000
8765,337000
8766,399500
8767,335000
8768,652000
8769,279000
8770,350000
8771,550000
8772,420000
8773,541500
8774,456500
8775,327555
8776,700500
8777,553000
8778,360000
8779,1247000
8780,333000
8781,305000
8782,300000
8783,215000
8784,330000
8785,710000
8786,390000
8787,823000
8788,217000
8789,479950
8790,577000
8791,746500
8792,395000
8793,319000
8794,399950
8795,775000
8796,515000
8797,382000
8798,368000
8799,634000
8800,569000
8801,352000
8802,699000
8803,460000
8804,356500
8805,750000
8806,419000
8807,385000
8808,408000
8809,747000
8810,530000
8811,1730000
8812,510000
8813,200126
8814,378950
8815,355000
8816,316500
8817,147500
8818,810000
8819,480000
8820,525000
8821,730000
8822,599950
8823,245000
8824,799950
8825,423500
8826,402000
8827,376000
8828,214100
8829,998500
8830,449000
8831,435000
8832,1047500
8833,305000
8834,230000
8835,270000
8836,570000
8837,565000
8838,580000
8839,1100000
8840,250000
8841,640000
8842,362500
8843,665000
8844,476000
8845,1150000
8846,550700
8847,828500
8848,200000
8849,600000
8850,185000
8851,225000
8852,405000
8853,525000
8854,770000
8855,227000
8856,435000
8857,340000
8858,215000
8859,267000
8860,366000
8861,288350
8862,360000
8863,2450000
8864,242500
8865,170000
8866,399500
8867,308900
8868,146300
8869,734000
8870,359950
8871,230000
8872,450000
8873,898000
8874,285000
8875,500000
8876,435000
8877,270000
8878,605000
8879,590000
8880,447000
8881,555000
8882,219500
8883,365000
8884,630000
8885,655000
8886,826000
8887,402723
8888,306500
8889,530000
8890,822500
8891,404000
8892,663000
8893,510000
8894,865000
8895,316500
8896,799950
8897,950000
8898,285000
8899,1700000
8900,590000
8901,518000
8902,550000
8903,246500
8904,402000
8905,279000
8906,1325000
8907,518000
8908,787000
8909,274000
8910,194000
8911,286000
8912,265000
8913,329000
8914,749950
8915,510000
8916,578000
8917,509250
8918,331950
8919,1110000
8920,205500
8921,387865
8922,910000
8923,1150000
8924,532500
8925,215000
8926,338900
8927,420000
8928,858450
8929,485000
8930,317000
8931,525000
8932,347500
8933,415000
8934,442500
8935,445000
8936,274500
8937,569000
8938,360000
8939,600000
8940,208500
8941,550120
8942,295000
8943,852600
8944,409316
8945,208400
8946,559630
8947,818900
8948,601000
8949,334000
8950,510000
8951,218000
8952,282150
8953,765000
8954,250000
8955,233000
8956,1450000
8957,475000
8958,775000
8959,603500
8960,667000
8961,1210000
8962,472000
8963,220000
8964,328950
8965,360000
8966,209000
8967,545000
8968,350000
8969,450000
8970,275000
8971,565000
8972,792500
8973,930000
8974,305000
8975,189000
8976,400000
8977,910000
8978,528000
8979,620000
8980,780000
8981,352000
8982,260000
8983,254000
8984,670000
8985,285000
8986,882990
8987,2250000
8988,315000
8989,173000
8990,740000
8991,1400000
8992,344950
8993,898500
8994,267800
8995,430000
8996,539000
8997,455000
8998,210000
8999,345000
9000,426000
9001,550000
9002,604950
9003,412950
9004,463000
9005,710000
9006,350000
9007,694000
9008,218000
9009,760000
9010,335000
9011,550000
9012,868700
9013,835100
9014,716500
9015,439000
9016,1680000
9017,680000
9018,605000
9019,350000
9020,525000
9021,450000
9022,575000
9023,1000000
9024,980000
9025,460000
9026,1750000
9027,554000
9028,418000
9029,660000
9030,449000
9031,525000
9032,555000
9033,685000
9034,800000
9035,205000
9036,463000
9037,874000
9038,545000
9039,390000
9040,379000
9041,755000
9042,795000
9043,430000
9044,469950
9045,463000
9046,212000
9047,382500
9048,152000
9049,362300
9050,772650
9051,441000
9052,765000
9053,355000
9054,775000
9055,870000
9056,1275000
9057,235000
9058,495000
9059,736500
9060,324000
9061,679950
9062,194000
9063,582000
9064,578000
9065,409900
9066,206990
9067,530000
9068,1110000
9069,250250
9070,190000
9071,270000
9072,765000
9073,450000
9074,790000
9075,925000
9076,590000
9077,615000
9078,284000
9079,337000
9080,533000
9081,365000
9082,550000
9083,449000
9084,456500
9085,826000
9086,269500
9087,640000
9088,364000
9089,895000
9090,317000
9091,475000
9092,499950
9093,1600000
9094,343500
9095,355000
9096,1174660
9097,259000
9098,885000
9099,440000
9100,430000
9101,751000
9102,233000
9103,415000
9104,325000
9105,1470000
9106,290000
9107,315000
9108,365000
9109,391000
9110,753888
9111,336750
9112,385000
9113,295000
9114,434000
9115,210000
9116,707000
9117,636000
9118,3075000
9119,537000
9120,495000
9121,345000
9122,230500
9123,275000
9124,393500
9125,1110000
9126,245000
9127,275000
9128,458000
9129,700000
9130,450000
9131,292000
9132,210000
9133,540000
9134,320000
9135,302500
9136,982000
9137,406000
9138,795000
9139,420000
9140,342000
9141,635000
9142,1600000
9143,506950
9144,298800
9145,225000
9146,408506
9147,470000
9148,258500
9149,241000
9150,259950
9151,588000
9152,530000
9153,830000
9154,295000
9155,385000
9156,542000
9157,844000
9158,305000
9159,515000
9160,264950
9161,1300000
9162,605000
9163,286000
9164,235000
9165,527000
9166,84000
9167,912000
9168,1340000
9169,365000
9170,280000
9171,765000
9172,500000
9173,389900
9174,460000
9175,825000
9176,362500
9177,187250
9178,2140000
9179,525000
9180,800000
9181,420000
9182,399950
9183,395000
9184,460000
9185,605000
9186,347000
9187,430000
9188,1160000
9189,465000
9190,199950
9191,254950
9192,665000
9193,350000
9194,212000
9195,268000
9196,246000
9197,525000
9198,425000
9199,450000
9200,515000
9201,230000
9202,343000
9203,184000
9204,825000
9205,348000
9206,650000
9207,569000
9208,275000
9209,1160000
9210,265900
9211,455000
9212,1950000
9213,670950
9214,365000
9215,490000
9216,260000
9217,739500
9218,205000
9219,170000
9220,540000
9221,560000
9222,1298000
9223,435000
9224,865000
9225,290000
9226,469000
9227,535000
9228,1068000
9229,452000
9230,600000
9231,550000
9232,298450
9233,277140
9234,450000
9235,525000
9236,735000
9237,1735000
9238,305000
9239,233703
9240,374000
9241,810000
9242,710000
9243,209950
9244,2000000
9245,480000
9246,563750
9247,430000
9248,549800
9249,320000
9250,309600
9251,455000
9252,700000
9253,739000
9254,200000
9255,575000
9256,535000
9257,207000
9258,840000
9259,594000
9260,270000
9261,645000
9262,609950
9263,410000
9264,739000
9265,650000
9266,772500
9267,506000
9268,510000
9269,1150000
9270,280000
9271,910000
9272,565000
9273,310000
9274,765000
9275,900000
9276,453000
9277,405000
9278,320000
9279,287000
9280,780000
9281,399500
9282,305000
9283,205000
9284,560000
9285,430000
9286,190500
9287,825000
9288,487500
9289,385000
9290,722000
9291,386000
9292,780000
9293,550500
9294,319000
9295,295000
9296,349950
9297,375000
9298,500000
9299,690000
9300,425000
9301,560000
9302,780000
9303,420000
9304,360000
9305,410000
9306,1650000
9307,289000
9308,510000
9309,481500
9310,335000
9311,285000
9312,525000
9313,319000
9314,483500
9315,608700
9316,420000
9317,550000
9318,296500
9319,575000
9320,265000
9321,522500
9322,570000
9323,320000
9324,235500
9325,270000
9326,438400
9327,540000
9328,437500
9329,800000
9330,429950
9331,290000
9332,4668000
9333,690000
9334,420000
9335,488000
9336,790000
9337,398000
9338,285000
9339,403500
9340,450000
9341,655000
9342,680000
9343,440000
9344,178500
9345,314950
9346,303500
9347,875000
9348,733000
9349,575000
9350,259950
9351,300000
9352,245100
9353,612000
9354,937000
9355,250000
9356,825000
9357,335000
9358,600000
9359,435000
9360,830000
9361,760000
9362,198400
9363,519000
9364,315000
9365,280400
9366,557500
9367,430000
9368,420000
9369,385000
9370,613500
9371,843000
9372,689000
9373,418200
9374,388000
9375,2321000
9376,515100
9377,405000
9378,299950
9379,1720000
9380,825000
9381,725000
9382,216000
9383,585000
9384,538000
9385,383000
9386,333000
9387,250000
9388,452500
9389,671000
9390,485000
9391,460000
9392,279950
9393,210500
9394,485000
9395,637000
9396,535000
9397,449500
9398,270000
9399,314950
9400,460000
9401,204000
9402,325000
9403,375000
9404,435000
9405,320000
9406,540000
9407,330000
9408,465000
9409,850000
9410,470000
9411,464000
9412,1180500
9413,326250
9414,795000
9415,299000
9416,454280
9417,464500
9418,712000
9419,555700
9420,250000
9421,220000
9422,494900
9423,755000
9424,333500
9425,216500
9426,850000
9427,335000
9428,396000
9429,359000
9430,500000
9431,507000
9432,900000
9433,200000
9434,330000
9435,561000
9436,710000
9437,400000
9438,390000
9439,1457000
9440,430000
9441,1278000
9442,210000
9443,624950
9444,575000
9445,212000
9446,548000
9447,437000
9448,474900
9449,1150000
9450,440000
9451,197000
9452,595000
9453,295000
9454,600000
9455,840000
9456,381500
9457,535000
9458,568000
9459,375000
9460,270000
9461,411000
9462,518000
9463,328000
9464,905000
9465,330000
9466,240000
9467,255544
9468,259900
9469,455000
9470,255000
9471,740000
9472,82000
9473,400000
9474,350000
9475,283200
9476,641000
9477,333490
9478,225000
9479,479000
9480,1115500
9481,577000
9482,1160000
9483,420000
9484,600000
9485,465000
9486,275000
9487,357000
9488,270000
9489,332100
9490,365000
9491,325000
9492,250000
9493,290000
9494,574000
9495,269000
9496,445000
9497,275000
9498,242000
9499,390000
9500,695000
9501,580000
9502,313000
9503,329000
9504,445000
9505,325000
9506,530000
9507,530000
9508,495000
9509,612500
9510,409950
9511,429000
9512,303000
9513,852000
9514,465000
9515,605000
9516,2945000
9517,525000
9518,503000
9519,564000
9520,625000
9521,570000
9522,270000
9523,300000
9524,608000
9525,641000
9526,265000
9527,178000
9528,785000
9529,782000
9530,235000
9531,1059000
9532,536751
9533,595000
9534,248000
9535,294000
9536,314000
9537,799000
9538,926500
9539,338500
9540,425000
9541,620000
9542,1098000
9543,310000
9544,357500
9545,425000
9546,255000
9547,580135
9548,206000
9549,454200
9550,272000
9551,353500
9552,310000
9553,399000
9554,294000
9555,375000
9556,1265000
9557,597000
9558,1506000
9559,536500
9560,625000
9561,285000
9562,425000
9563,1095000
9564,635000
9565,600000
9566,470000
9567,502000
9568,1520000
9569,372000
9570,699000
9571,348000
9572,295000
9573,610000
9574,250000
9575,223000
9576,665000
9577,500000
9578,230000
9579,290000
9580,465000
9581,850000
9582,299000
9583,705000
9584,367500
9585,360000
9586,1225000
9587,540000
9588,592000
9589,464000
9590,750000
9591,735000
9592,292000
9593,465000
9594,374900
9595,1400000
9596,550000
9597,744000
9598,945000
9599,508300
9600,350000
9601,230000
9602,150000
9603,372500
9604,665000
9605,390000
9606,265000
9607,585000
9608,555000
9609,928950
9610,1333000
9611,311000
9612,365000
9613,230000
9614,900000
9615,585000
9616,800000
9617,229000
9618,590000
9619,300000
9620,1187500
9621,925000
9622,249950
9623,254500
9624,246950
9625,400000
9626,554000
9627,480000
9628,557000
9629,180000
9630,680000
9631,340000
9632,660000
9633,340000
9634,400000
9635,280000
9636,1360000
9637,360000
9638,472500
9639,834995
9640,375000
9641,250000
9642,205000
9643,449228
9644,540000
9645,950000
9646,363000
9647,309950
9648,415000
9649,438000
9650,257000
9651,199129
9652,340000
9653,719000
9654,777700
9655,360000
9656,400000
9657,250000
9658,610000
9659,719950
9660,445000
9661,835000
9662,379000
9663,184000
9664,864000
9665,479990
9666,1030000
9667,369950
9668,474000
9669,350000
9670,800000
9671,301350
9672,420000
9673,725000
9674,211000
9675,840500
9676,580000
9677,426000
9678,420000
9679,494400
9680,675000
9681,286000
9682,550000
9683,253000
9684,240000
9685,625000
9686,440000
9687,335000
9688,1500000
9689,464550
9690,575000
9691,445950
9692,699188
9693,439000
9694,475000
9695,605000
9696,445000
9697,367500
9698,539000
9699,216500
9700,315000
9701,420000
9702,1802750
9703,1100000
9704,245000
9705,369000
9706,389950
9707,245000
9708,389000
9709,442200
9710,185000
9711,550000
9712,370000
9713,432500
9714,269000
9715,725000
9716,433000
9717,590000
9718,690000
9719,650000
9720,350500
9721,585000
9722,825000
9723,250000
9724,359500
9725,1038000
9726,830000
9727,360000
9728,356000
9729,425000
9730,356000
9731,429592
9732,562500
9733,595000
9734,203700
9735,245000
9736,416000
9737,567500
9738,355000
9739,831548
9740,365000
9741,300000
9742,611000
9743,295000
9744,975000
9745,449950
9746,305000
9747,549000
9748,440000
9749,690000
9750,289000
9751,469900
9752,417000
9753,292500
9754,1575000
9755,879000
9756,540000
9757,1010000
9758,410000
9759,855000
9760,587206
9761,253000
9762,915000
9763,1050000
9764,460000
9765,498000
9766,435000
9767,920000
9768,310000
9769,225900
9770,270000
9771,379950
9772,433000
9773,266750
9774,447000
9775,212000
9776,151000
9777,319950
9778,401000
9779,310000
9780,625000
9781,317500
9782,384000
9783,515000
9784,525000
9785,1998000
9786,866800
9787,827235
9788,270000
9789,900000
9790,196000
9791,257000
9792,550000
9793,645000
9794,235000
9795,345000
9796,535000
9797,268950
9798,480000
9799,160000
9800,308550
9801,462000
9802,395000
9803,357500
9804,325000
9805,544000
9806,570000
9807,290000
9808,541338
9809,566000
9810,583000
9811,372000
9812,365000
9813,240000
9814,570000
9815,415000
9816,287000
9817,1120280
9818,621138
9819,302059
9820,2100000
9821,482000
9822,289950
9823,270000
9824,315001
9825,384400
9826,689500
9827,651000
9828,340000
9829,423000
9830,470000
9831,262000
9832,1075000
9833,550000
9834,999000
9835,305000
9836,852000
9837,276000
9838,191000
9839,560000
9840,1029280
9841,272000
9842,320000
9843,765000
9844,800000
9845,369000
9846,315000
9847,545000
9848,415000
9849,660000
9850,289000
9851,547000
9852,268000
9853,440000
9854,259000
9855,750000
9856,540000
9857,482000
9858,470000
9859,375000
9860,347500
9861,1125000
9862,510000
9863,269950
9864,670000
9865,451000
9866,104950
9867,850000
9868,245000
9869,1000000
9870,315000
9871,238000
9872,425000
9873,522000
9874,919204
9875,480000
9876,290000
9877,213400
9878,440000
9879,592500
9880,646800
9881,610000
9882,385000
9883,740000
9884,315000
9885,265000
9886,475000
9887,639000
9888,430000
9889,1620000
9890,305000
9891,615000
9892,760000
9893,335000
9894,535950
9895,325000
9896,384200
9897,1450000
9898,348500
9899,450000
9900,299950
9901,312000
9902,975000
9903,600000
9904,366000
9905,305000
9906,850000
9907,415000
9908,428040
9909,439950
9910,590000
9911,415000
9912,650000
9913,460000
9914,250000
9915,610000
9916,340000
9917,358000
9918,550000
9919,1045000
9920,718500
9921,220000
9922,498000
9923,300000
9924,400000
9925,169950
9926,324900
9927,239950
9928,610000
9929,1039000
9930,400000
9931,674725
9932,387000
9933,361000
9934,550000
9935,415000
9936,1950000
9937,415000
9938,140000
9939,250000
9940,421000
9941,629000
9942,990000
9943,500000
9944,895000
9945,675000
9946,686000
9947,900000
9948,210000
9949,750000
9950,410000
9951,584000
9952,420000
9953,755000
9954,672500
9955,1065000
9956,260000
9957,625000
9958,149900
9959,685000
9960,800000
9961,305000
9962,544000
9963,1550000
9964,239950
9965,1250000
9966,688000
9967,395000
9968,377000
9969,396000
9970,1135250
9971,234000
9972,168500
9973,848000
9974,199000
9975,598000
9976,310000
9977,395000
9978,482000
9979,355500
9980,229500
9981,410000
9982,561500
9983,516200
9984,249000
9985,810000
9986,986000
9987,263400
9988,431000
9989,160797
9990,392000
9991,1125000
9992,724800
9993,866500
9994,452000
9995,535000
9996,320000
9997,764000
9998,285000
9999,975000
10000,601000
10001,282510
10002,576000
10003,235000
10004,262500
10005,1264000
10006,520000
10007,323500
10008,450000
10009,870000
10010,731688
10011,850000
10012,875000
10013,478000
10014,269000
10015,265000
10016,460000
10017,250000
10018,355000
10019,520000
10020,485000
10021,390000
10022,213000
10023,790000
10024,315000
10025,264500
10026,1112750
10027,312000
10028,153000
10029,467100
10030,262500
10031,689000
10032,550000
10033,195000
10034,583000
10035,685000
10036,230000
10037,680000
10038,525000
10039,284700
10040,920000
10041,738950
10042,610000
10043,235000
10044,650500
10045,250000
10046,406000
10047,218250
10048,340000
10049,442515
10050,439888
10051,437500
10052,419950
10053,925000
10054,414950
10055,470000
10056,635000
10057,152900
10058,627000
10059,429000
10060,550000
10061,481203
10062,325000
10063,526000
10064,235000
10065,765000
10066,415000
10067,335000
10068,287500
10069,435000
10070,280000
10071,685530
10072,335000
10073,467000
10074,319000
10075,725000
10076,363000
10077,340000
10078,491000
10079,370037
10080,243000
10081,505000
10082,813500
10083,455000
10084,415000
10085,462000
10086,320000
10087,1339000
10088,299950
10089,370000
10090,192500
10091,544500
10092,415000
10093,1100000
10094,204700
10095,640000
10096,406000
10097,355000
10098,265000
10099,422000
10100,622500
